A.GEARY,510 A.G,LONGMANS,-,-,371,-,-,-,-,-,-
ROBERT A.CARMAN,513 ROB,PRENTICE HALL,-,-,657,9780130305411,-,-,-,-,-
GARETH WILLIAMS,510 GAR,ALLYN AND BACON,-,-,658,-,-,-,-,-,-
ELENA IAMPOLSKY,510 ELE,WILEY,-,-,622,9780701633936,-,-,-,-,-
DAVID PHILLIPS,510 DAV,JOHN WILEY & SONS AUSTRALIA,-,-,700,9780701633929,-,-,-,-,-
DAVID PHILLIPS,510 DAV,JOHN WILEY & SONS AUSTRALIA,-,-,752,9780701634995,-,-,-,-,-
M. SHODIQ MUSTIKA,290 M.,SYNERGY MEDIA,-,-,112,9789673717071,-,-,-,-,-
SERDAR OZKAN,899.233 SER,INSTITUSI TERJEMAHAN NEGARA MALAYSIA,-,-,245,9789830685670,-,-,-,-,-
ROBAYAH MAHMOOD,899.233 SHA,REATIVE ENTERPRISE,-,-,273,-,-,-,-,-,-
ERIC KELLER,681 ERI,SYBEX A WILEY BRAND,-,-,382,2131118441602,-,-,-,-,-
ERIC KELLER,681 JAS,FOCAL PRESS,-,-,382,2141118441601,-,-,-,-,-
DEBORAH HOLM,641.5 DEB,NEW HOLLAND,-,2012,191,9781742573519,-,-,-,-,-
GEORGE G. FENICH,428 GEO,-,-,2014,356,9781292020976,-,-,-,-,-
AMALINA AMALIN,499.23 AMA,SEJATI,-,-,60,9789831542200,-,-,-,-,-
MOHD GHANI AWANG,650.14 MOH,UNIVERSITI MALAYSIA PAHANG,PAHANG,2011,176,9789670120317,-,-,-,-,-
AWANASHAIZA,899 AWA,EDDIPLEX SDN BHD,-,-,132,9789838807005,-,-,-,-,-
ABDUL KADIR ADABI,899.233 ABD,DEWAN BAHASA DAN PUSTAKA,-,-,292,9559831378273,-,-,-,-,-
RIZMAN SAMARY AHMAD,510 RIZ,SUMBER IKMU,-,-,36,9789833835201,-,-,-,-,-
YAYASAN KAJIAN & STRATEGI MELAYU,499.23 YAY,PERMODALAN NASIONAL BERHAD,-,-,91,9789834396862,-,-,-,-,-
ZURINAH OTHMAN,499.23 ZUR,IDEA KRETIF,-,-,60,9789833628292,-,-,-,-,-
HEZZY AZRA,899.233 HEZ,ALAF 21,-,-,472,9789831243275,-,-,-,-,-
HEZZY AZRA,899.233 RAM,ALAF 21,-,-,472,9789831243275,-,-,-,-,-
NOOR AZILAWATI MOHD SABDA,499.23 NOO,PINANG SDN BHD,-,-,54,9789830554983,-,-,-,-,-
MOHD HAMDAN ADNAN,899.230 MOH,FOMCA,-,-,108,9789834031503,-,-,-,-,-
ZABRI HAZRY,899.233 ZAB,WAHWI HERITAGE,-,2024,24,9789672924845,-,-,-,-,-
ZANARIAH MOHD RAJAB,338.064 ZAN,HEBAT PUBLISHING,-,2023,40,9789672322573,-,-,-,-,-
SAHRUNIZAM ABDUL TALIB,899.230 SAH,INSTITUSI TERJEMAHAN BUKU MALAYSIA,-,-,100,9789830689265,-,-,-,-,-
HAYATI HJ AHMAD,320 HAY,PCT,-,-,44,9789833241972,-,-,-,-,-
AHMAD NURYADI,297 AHM,THINKERS LIBRARY,-,-,169,9789676901576,-,-,-,-,-
AISYAH NADHIRAH BINTI MD KHIR,641 AIS,-,-,2021,90,-,-,-,-,-,-
SITI NORANIS IZZATI BINTI MOHD YUSOFF,641 -,-,-,-,-,-,-,-,-,-,-
NURZALIA AZWIN BINTI ABD HALIM,641 -,-,-,-,-,-,-,-,-,-,-
MOHAMAD ZAHIN AZFAR BIN MOHD DZAH HIR,641 -,-,-,-,45,-,-,-,-,-,-
AIN FARHANAH MOHD FARID,650 AIN,-,-,2019,58,-,-,-,-,-,-
MOHAMAD FAZRUL ZAMANIE BIN SAHRAN,641 -,-,-,-,42,-,-,-,-,-,-
ADLYN BATRISYIA BINTI MOHD HAFIZAL,641 -,-,-,-,-,-,-,-,-,-,-
AMIRUL ALIF BIN AZMAN,608 AMI,-,-,2021,89,-,-,-,-,-,-
JASMAN AHMAD,305.235 JAS,MAJU MAS,-,-,36,9789833836161,-,-,-,-,-
JASIMAN BIN AHMAD,333.7 JAS,JADE GREEN,-,-,42,9789839293654,-,-,-,-,-
JASMIN BIN AHMAD,333 JAS,JADE GREEN,-,-,42,9789839293647,-,-,-,-,-
DANIYAL KADIR,899.233 DAN,DUBOOK,-,-,207,-,-,-,-,-,-
ARIEFF SALLEH ROSMAN,297 ARI,PTS,-,-,149,9799833585044,-,-,-,-,-
ABDUL GHALIB AHMAD ISA,297 ABD,AL HIDAYAH,-,-,185,9789830990897,-,-,-,-,-
GEORGE LEONARD,499.28 GEO,THINKERS LIBRARY,-,-,120,9789676902559,-,-,-,-,-
ABDUL AZIZ ISMAIL,899 ABD,AL HIDAYAH,-,-,193,9789839188141,-,-,-,-,-
SYED MAHADZHIR SYED IBRAHIM,909.049 SYE,HIJJAZ RECORDS PUBLISHING,MALAYSIA,2023,254,9789672278627,-,-,-,-,-
SYED MAHADZIR SYED IBRAHIM,909.049 SYE,HIJJAZ RECORDS PUBLISHING,MALAYSIA,2023,266,9789672278733,-,-,-,-,-
SYED MAHADZHIR SYED IBRAHIM,909.049 SYE,HIJJAZ RECORDS PUBLISHING,MALAYSIA,2023,297,9789672278726,-,-,-,-,-
ROSMAWATI ABD WAHAB,004 ROS,SYNERGY MEDIA,KUALA LUMPUR,-,136,9789831976951,-,-,-,-,-
FARAH SHAKIRA BINTI MOHD RIZAL,650 FAR,-,-,2023,28,-,-,-,-,-,-
HILAL ASYRAF,899.233 HIL,HILAL ASYRAF RESOURCES,-,2023,450,9789672208099,-,-,-,-,-
ROSANI HIPLEE,899.233 ROS,ITBN,KUALA LUMPUR,2014,127,9789674304270,-,-,-,-,-
NEIL MORRIS,613.2 NEI,ITBN,KUALA LUMPUR,2016,56,9789670892474,-,-,-,-,-
IBRAHIM AL-JAMAL,290 IBR,SYNERGY MEDIA,-,-,199,9789673716579,-,-,-,-,-
AMIR HAJI HASSAN,297.5 AMI,ITBM,-,-,302,9789674300401,-,-,-,-,-
PETER KHOO,511 PET,PNI NEURON,-,-,200,9789831939727,-,-,-,-,-
JOHN WATSON,420 JOH,PNI NEURON,-,-,120,9789673511778,-,-,-,-,-
JOHN WATSON,420 JOH,PNI NEURON,-,-,88,9789673513291,-,-,-,-,-
ISKANDAR AB RASHID,005.430 ISK,"VENTON PUBLISHING (M
)SDN BHD",SELANGOR,2007,148,9789833526680,-,-,-,-,-
KHAIRUL AMIR,681 KHA,SIRI MEDIA INTERAKTIF ANDROID & KOMPUTER,-,-,104,-,-,-,-,-,-
KHAIRUL AMIR,681 KHA,-,-,-,-,-,-,-,-,-,-
HANIS ADAWIYAH MOHD ISMAIL,650 HAN,-,-,2019,58,-,-,-,-,-,-
ARIFF LOKMAN,650 ARI,-,-,2019,62,-,-,-,-,-,-
NURZAIDATUL FAIZZIN BINTI MD FIADMUI,650 NUR,-,-,2024,50,-,-,-,-,-,-
NURUL AFIQAH BINTI MUHAMMAD AZHAR,650 NUR,-,-,2024,43,-,-,-,-,-,-
ZURINA OTHMAN,499.23 ZUR,IDEA KREATIF,-,-,60,9789833628278,-,-,-,-,-
NURUL NADIA AHMAD,899.232 NUR,PENAPRO,-,-,44,9789833272099,-,-,-,-,-
MD. ZAIRUL,332 MD.,LEBAR AKAR RESOURCES,-,2023,32,9789672443476,-,-,-,-,-
MOHD SYAHRUL HANAFI,499.23 MOH,E1 PUBLICATION,-,-,44,9789675169205,-,-,-,-,-
AMIRUL AMIN,499.23 AMI,PUSTAKA RUBIAH,-,-,60,9789675087325,-,-,-,-,-
ANA BALQIS,899.233 ANA,ALAF DUA PULU SATU SENDIRIAN BERHAD,-,-,494,9789831244098,-,-,-,-,-
AMER HAJI MATSOM,899 AME,PUSTAKA MURNI,-,-,143,9789830783185,-,-,-,-,-
ROSNAH MOHAMAD,371.4 ROS,SEJATI,-,-,51,9789831541692,-,-,-,-,-
SYED MAHADZIR SYED IBRAHIM,499.28 SYE,PCT SDB BHD,-,-,120,9789832472520,-,-,-,-,-
S. HASHIM AHMAD,923 S.,GIG TECHNOLOGY HOLDINGS SDN BHD,-,-,193,9789834236311,-,-,-,-,-
KASSIM AHMAD,920 KAS,ZI PUBLICATIONS SDN BHD,SELANGOR,2008,243,9789834352110,-,-,-,-,-
MOHD SYAHRUL HANAFI,297.3 MOH,HARTAMAS,-,-,55,-,-,-,-,-,-
KINGS INFORMATION,005.800 KIN,"KWEI INFORMATION (M
)SDN BHD",KUALA LUMPUR,2004,268,9789861253251,-,-,-,-,-
SILVIA MOLINA,863 SIL,INSTITUSI TERJEMAHAN NEGARA MALASYIA,-,-,111,9789830684000,-,-,-,-,-
MUHAMMAD ISLAIL YUSANTO,297 MUH,SYNERGY MEDIA,-,-,259,9789673710157,-,-,-,-,-
MUHAMMAD ISMAIL YUSANTO,499 MUH,-,-,-,-,9789673710157,-,-,-,-,-
BRYAN COOMBS,371.02 BRY,INSTITUSI TERJEMAHAN NEGARA MALAYSIA,-,-,107,9789830683324,-,-,-,-,-
BRYAN COOMBS,371.1 BRY,"INSTITUT TERJEMAHAN NEGARA MALAYSIA
BERHAD",-,2010,107,9789830683324,-,-,-,-,-
AININ JURIAH MOHD DISA,650.100 AIN,-,-,2019,60,-,-,-,-,-,-
AINUL KAMIL IEZLAN ABD WAHIB,650.100 AIN,-,-,2019,60,-,-,-,-,-,-
DR. ABDUL WAFA TAFTAZANI,297.4 DR.,THINKERS LIBRARY,-,-,112,9789676900371,-,-,-,-,-
DR NAJAH,290 DR,SYNERGY MEDIA,-,-,216,9789673714872,-,-,-,-,-
DR. NAJAH,290 DR.,SYNERGY MEDIA,-,-,184,9789673714889,-,-,-,-,-
SITI ROHAYA ATAN,899.233 AMA,CREATIVE ENTERPRISE,-,-,355,-,-,-,-,-,-
EMRAN AHMAD,297 EMR,PTS MILLENNIA,-,-,129,9789674111489,-,-,-,-,-
IDAYU MOHD RAHIM,499.23 IDA,E1 PUBLICATION,-,-,44,9789675169182,-,-,-,-,-
FARAH ELEENA AHMAD MAHDZAN,155.900 FAR,UTUSAN PUBLICATIONS & DISTRIBUTORS SDN BHD,-,2008,91,9789676121134,-,-,-,-,-
JOHN WEST-BURNHAM,371.2 JOH,INSTITUSI TERJEMAHAN NEGARA MALAYSIA,-,-,276,9789830681436,-,-,-,-,-
JOHN WEST-BURNHAM,371.2 JOH,INSTITUSI TERJEMAHAN NEGARA MALAYSIA,-,-,230,9789830683379,-,-,-,-,-
ABDUL AZIZ ISMAIL,297.2 ABD,PROGRESSIVE PUBLISHING HOUSE,-,-,227,9789839736991,-,-,-,-,-
FAIRUZANAN KAMSO,005.75 FAI,"VENTON PUBLISHING (M
)SDN BHD",SELANGOR,2007,302,9789675065026,-,-,-,-,-
ROHAYA MAT ZIN,364.4 ROH,RIMBUNAN ILMU,-,-,67,9789833426102,-,-,-,-,-
UMAR MUHAMMAD NOOR,290 UMA,TELAGA BIRU,MALAYSIA,2013,98,9789673881178,-,-,-,-,-
DR. K . GHAZALI,155 DR.,TIGA ROS TRADING SDN BHD,MALAYSIA,-,112,9789670951522,-,-,-,-,-
NASRULNIZAMWATI MOHAMED,320 NAS,PCT,-,-,44,9789833577408,-,-,-,-,-
MUHAMAD ISMAIL AHMAD,499.28 MUH,SEMARAK MURNI,-,-,84,9789675158339,-,-,-,-,-
NUL ALL FATIHAH SEZANI,650.100 NUL,-,-,2019,52,-,-,-,-,-,-
NURIN SYARAH ALLISYA BINTI AZNI,641 -,-,-,-,57,-,-,-,-,-,-
MUHAMMAD AQIL NAZRI,650 MUH,-,-,2019,66,-,-,-,-,-,-
NURNABIHAH NAJAH ROSLI,650 NUR,-,-,2019,65,-,-,-,-,-,-
IZZATUN NUR NAJWA ZAINAL,650.100 IZZ,-,-,2019,59,-,-,-,-,-,-
YONG CHWAN FWU,899.233 YON,ITBN,KUALA LUMPUR,2017,272,9789674603373,-,-,-,-,-
DR. MOHAMMAD ROADHI,899 DR.,-,-,-,334,-,-,-,-,-,-
ROBIAH K. HAMZAH,899.233 ROB,PTS,-,-,137,9789832311768,-,-,-,-,-
SYAHIDA SALIMAN,FM SYA,EDITION PLUS SDN. BHD.,-,-,94,9789675031038,-,-,-,-,-
MOHD IZUYAM,499.28 MOH,SYNERGY MEDIA,-,-,105,9789673711420,-,-,-,-,-
MUHAMMAD IQBAL HAKIMI BIN AHMAD JAMIL,641 -,-,-,-,45,-,-,-,-,-,-
AIN NABILA  BINTI ZAMRI,641 -,-,-,-,51,-,-,-,-,-,-
NUR DINI AIYANI BINTI ZAINI SAFAREN,641 NUR,-,-,2021,68,-,-,-,-,-,-
MUHAMMAD IZZAT OTHMAN,650 MUH,-,-,2019,53,-,-,-,-,-,-
SITI ZAHARAH ABDUL WAHAB,650 SIT,-,-,2019,53,-,-,-,-,-,-
AHMAD DARWIS BIN AMANSHAH HASANI,641 AHM,-,-,2021,67,-,-,-,-,-,-
MUHAMMAD HUZAIFAH BIN MOHAMMAD ADLI,641 -,-,-,-,51,-,-,-,-,-,-
NURUL AIN NAJWA BINTI MOHAMAD ISA,641 -,-,-,-,-,-,-,-,-,-,-
MAISARAH BINTI MADZLIN,641 MAI,-,-,2021,73,-,-,-,-,-,-
DANIAL PUTERA ILYASA BIN SHAMSUL ADLI,641 DAN,-,-,2021,88,-,-,-,-,-,-
SITI HAJAR MD.NOR,650 SIT,-,-,2019,69,-,-,-,-,-,-
UMI FATIN NAJLA BINTI SAHRUM,641 UMI,-,-,2021,81,-,-,-,-,-,-
NURZAFIRAH AIDA YUSRA BINTI SHAHRUL,641 NUR,-,-,-,-,-,-,-,-,-,-
LINA NAFISAH BINTI KAMARZAMAN,641 LIN,-,-,2021,72,-,-,-,-,-,-
MOHAMMAD AMIRUL HAKIMI BIN MOHAMMAD JAFAR,641 -,-,-,-,42,-,-,-,-,-,-
UMMI NADHIRAH RAZALI,650 UMM,-,-,2019,53,-,-,-,-,-,-
FASYA NURIZATI KAMARUDIN,650 FAS,-,-,2019,43,-,-,-,-,-,-
MUHAMMAD ALIF ISLAM ZULKIFLI,650 MUH,-,-,2019,47,-,-,-,-,-,-
MUHAMMAD IMRAN SYAZWAN BIN MOHD SHAMSURI,641 -,-,-,-,42,-,-,-,-,-,-
NUR HAMIZAH BINTI ISMAIL,641 -,-,-,-,-,-,-,-,-,-,-
NAZRATUL IZZAH BINTI MOHAMAD NGISA,641 -,-,-,-,44,-,-,-,-,-,-
LUQMAN HAKIM BIN MOHAMAD NASIR,641 LUQ,-,-,2021,62,-,-,-,-,-,-
NUR SYAFIQA BINTI ROSLAN AFFANDI,641 NUR,-,-,2021,80,-,-,-,-,-,-
AHMAD IKMAL HADI BIN MOHD AFFANDI,641 -,-,-,-,60,-,-,-,-,-,-
IZYAN NURNABIHAH BINTI MOHD EZMAN,641 -,-,-,-,48,-,-,-,-,-,-
MUHAMMAD ARIF MOHD NAZRI,650 MUH,-,-,2019,75,-,-,-,-,-,-
NUR ASYIRANI BINTI ZAMSHARI,641 -,-,-,-,39,-,-,-,-,-,-
MUHAMAD HAIKAL BIN DALMIZA,641 -,-,-,-,-,-,-,-,-,-,-
NUR AFIQAH AUNI BINTI MOHD AZMI,641 -,-,-,-,51,-,-,-,-,-,-
AMIR HAKIMI ARIFFIN MAHIDI,650 AMI,-,-,2019,58,-,-,-,-,-,-
NUR LAILATUL QADRINA HAJRIN,650 NUR,-,-,2019,52,-,-,-,-,-,-
NUR ANIS AMIRA ROSLI,650 NUR,-,-,2019,59,-,-,-,-,-,-
MUHAMMAD IDZWAN HAFIZ ELMI HUZAINI,650 MUH,-,-,2019,53,-,-,-,-,-,-
NUR DIANA SFI AIYANI MOHD NASIR,650 NUR,-,-,2019,75,-,-,-,-,-,-
SITI NUR AMALIA SABRI,650 SIT,-,-,2019,53,-,-,-,-,-,-
MUHAMMAD AL AIMAN SHAMSUL BUHARI,650 MUH,-,-,2019,44,-,-,-,-,-,-
NUR INSYIRAH CHE MOHD MARZUKI,650 NUR,-,-,2019,47,-,-,-,-,-,-
ABDUL HADI MOHD JAINUDIN,650 ABD,-,-,2019,58,-,-,-,-,-,-
MUHAMMAD HAZIQ MOHD NAFIAH,650 MUH,-,-,2019,56,-,-,-,-,-,-
AINA NOORA MARISSA MOHD ABD RANI,650 AIN,-,-,2019,59,-,-,-,-,-,-
MAIDATUL AKMA NORYUSRE,650 MAI,-,-,2019,53,-,-,-,-,-,-
NUR NISA AMNANI MOHD AZHAN,650 NUR,-,-,2019,63,-,-,-,-,-,-
NUR AMIRA BINTI ABDUL RAHMAN,641 -,-,-,-,-,-,-,-,-,-,-
NUR ALIAH BINTI HISHAMUDDIN,641 -,-,-,-,-,-,-,-,-,-,-
NURADLINA BINTI SUKADIS,641 -,-,-,-,56,-,-,-,-,-,-
MUHAMMAD FAIZUDDIN BIN FAIRUZ,641 -,-,-,-,45,-,-,-,-,-,-
SITI NURHAZWANI ZAMRI,650 SIT,-,-,2019,50,-,-,-,-,-,-
ALYA SYAKIRAH BINTI IBRAHIM,641 -,-,-,-,46,-,-,-,-,-,-
JARIS SYAHMI SYARAFUDIN MOHAMAD SAMIN,650 JAR,-,-,2019,45,-,-,-,-,-,-
NUR ALIYA JASMINE BINTI ABDULLAH,641 -,-,-,2020,39,-,-,-,-,-,-
NURZULAIKHA BINTI MAIDIN,641 -,-,-,-,50,-,-,-,-,-,-
PUTERI SYAZA NAJIHAH HAMDAN,650 PUT,-,-,2019,70,-,-,-,-,-,-
DIYANA JAPRI,650.100 DIY,-,-,2019,45,-,-,-,-,-,-
,,,,,,,-,-,-,-,-
NUR ATHIRAH NORDIN,650.100 NUR,-,-,2019,33,-,-,-,-,-,-
MUHAMAD AZRI EIMAN MUHAMAD HASWAR,650.100 MUH,-,-,2019,58,-,-,-,-,-,-
MUHAMMAD AMMAR YUSOFF,650.100 MUH,-,-,2019,36,-,-,-,-,-,-
NUR SYA SYA KHAIRULNIZAM,650.100 NUR,-,-,2019,50,-,-,-,-,-,-
